FECHA_ACCIDENTE,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,CANT_HERIDOS_EN _SITIO_ACCIDENTE,CANT_MUERTOS_EN _SITIO_ACCIDENTE,CANTIDAD_ACCIDENTES,latitud,longitud
2016-05-26 08:30:00,Solo daños,Choque,0,0,1,10.9797813,-74.7806289
2016-05-26 09:20:00,Solo daños,Choque,0,0,1,10.9612996,-74.7932724
2016-05-26 21:30:00,Solo daños,Choque,0,0,1,10.9836332,-74.798959
2016-05-27 14:15:00,Solo daños,Choque,0,0,1,11.0390586,-74.8266687
2016-05-27 14:20:00,Solo daños,Choque,0,0,1,11.0161065,-74.7953998
2016-05-27 16:40:00,Solo daños,Choque,0,0,1,11.0041072,-74.80698129999999
2016-05-27 17:10:00,Solo daños,Choque,0,0,1,10.986711,-74.78247979999999
2016-05-27 07:50:00,Con heridos,Choque,1,0,1,10.974594,-74.7922892
2016-05-28 13:20:00,Con heridos,Choque,1,0,1,11.0097378,-74.83376659999999
2016-05-28 13:30:00,Con heridos,Atropello,1,0,1,10.9850808,-74.8228613
2016-05-28 13:50:00,Solo daños,Choque,0,0,1,11.0029034,-74.8154409
2016-05-28 14:05:00,Con heridos,Choque,2,0,1,11.0379728,-74.82208829999999
2016-05-28 16:40:00,Solo daños,Choque,0,0,1,10.9972485,-74.8007063
2016-05-28 18:10:00,Solo daños,Choque,0,0,1,11.0161065,-74.7953998
2016-05-28 18:30:00,Solo daños,Choque,0,0,1,10.989729,-74.80194159999999
2016-05-28 08:30:00,Con heridos,Choque,2,0,1,11.0088421,-74.8182028
2016-05-28 09:30:00,Solo daños,Choque,0,0,1,10.9398487,-74.7992603
2016-05-28 21:30:00,Con muertos,Choque,1,1,1,10.9800976,-74.8207485
2016-05-28 23:00:00,Con heridos,Atropello,1,0,1,10.9690448,-74.7744872
2016-05-28 11:10:00,Con heridos,Choque,1,0,1,10.9689802,-74.78859849999999
2016-05-29 16:20:00,Solo daños,Choque,0,0,1,10.9953478,-74.8066785
2016-05-30 13:50:00,Solo daños,Choque,0,0,1,10.9656237,-74.78247809999999
2016-05-30 17:20:00,Solo daños,Choque,0,0,1,10.9400464,-74.8257788
2016-05-30 19:10:00,Solo daños,Choque,0,0,1,10.9491355,-74.7936412
2016-05-30 19:20:00,Solo daños,Choque,0,0,1,10.9584654,-74.78577159999999
2016-05-30 19:40:00,Con heridos,Atropello,1,0,1,10.927331,-74.8065717
2016-05-30 22:30:00,Solo daños,Choque,0,0,1,10.9612996,-74.7932724
2016-05-30 23:35:00,Con heridos,Atropello,1,0,1,10.9779111,-74.78157759999999
2016-05-30 12:40:00,Solo daños,Choque,0,0,1,11.0138318,-74.8243684
2016-05-31 13:00:00,Solo daños,Choque,0,0,1,11.0125089,-74.8288821
2016-05-31 13:00:00,Solo daños,Choque,0,0,1,10.9958936,-74.81333839999999
2016-05-31 16:43:00,Solo daños,Choque,0,0,1,10.97212,-74.764618
2016-05-31 17:30:00,Solo daños,Choque,0,0,1,11.0041072,-74.80698129999999
2016-05-31 18:50:00,Solo daños,Choque,0,0,1,10.942842,-74.7994918
2016-05-31 07:00:00,Solo daños,Choque,0,0,1,11.0161065,-74.7953998
2016-05-31 19:20:00,Solo daños,Choque,0,0,1,11.0007751,-74.8068225
2016-05-31 19:30:00,Solo daños,Choque,0,0,1,10.9639728,-74.7778812
2016-05-31 08:20:00,Solo daños,Choque,0,0,1,11.0041072,-74.80698129999999
2016-05-31 11:00:00,Solo daños,Choque,0,0,1,10.9757961,-74.80629139999999
2016-05-31 11:40:00,Con heridos,Atropello,1,0,1,10.976897,-74.77487909999999
2016-05-31 12:00:00,Solo daños,Choque,0,0,1,10.9778889,-74.78660540000001
2016-06-01 17:00:00,Solo daños,Choque,0,0,1,11.0119657,-74.8216036
2016-06-01 17:40:00,Solo daños,Choque,0,0,1,10.9729253,-74.7826892
2016-06-01 18:50:00,Solo daños,Choque,0,0,1,10.9775768,-74.79508899999999
2016-06-01 19:30:00,Solo daños,Choque,0,0,1,10.9988099,-74.8311624
2016-06-01 20:00:00,Con muertos,Atropello,0,1,1,10.9332929,-74.7709429
2016-06-01 08:05:00,Solo daños,Choque,0,0,1,10.9864128,-74.7704461
2016-06-01 11:00:00,Solo daños,Choque,0,0,1,10.9623653,-74.7658555
2016-06-01 11:30:00,Solo daños,Choque,0,0,1,10.9555866,-74.8031851
2016-06-01 00:00:00,Solo daños,Choque,0,0,1,11.0161065,-74.7953998
2016-06-01 12:30:00,Solo daños,Choque,0,0,1,10.979215,-74.7873037
2016-06-02 15:00:00,Solo daños,Choque,0,0,1,11.0091636,-74.821372
2016-06-02 16:30:00,Solo daños,Choque,0,0,1,10.9861478,-74.77650469999999
2016-06-02 17:20:00,Con heridos,Atropello,1,0,1,10.92424,-74.81508939999999
2016-06-02 18:00:00,Con heridos,Atropello,1,0,1,10.9782601,-74.7823051
2016-06-02 08:50:00,Solo daños,Choque,0,0,1,11.0161065,-74.7953998
2016-06-02 11:45:00,Con heridos,Choque,1,0,1,11.0035125,-74.8245002
2016-06-03 13:49:00,Solo daños,Choque,0,0,1,10.952559,-74.8035929
2016-06-03 14:30:00,Solo daños,Choque,0,0,1,10.9431254,-74.7862205
2016-06-03 15:30:00,Solo daños,Choque,0,0,1,10.9992924,-74.8043755
2016-06-03 17:00:00,Solo daños,Choque,0,0,1,10.9433831,-74.79952349999999
2016-06-03 17:00:00,Solo daños,Choque,0,0,1,10.9851672,-74.79882500000001
2016-06-03 18:00:00,Solo daños,Choque,0,0,1,11.006857,-74.7946663
2016-06-03 18:45:00,Solo daños,Choque,0,0,1,10.9804446,-74.7831228
2016-06-03 19:00:00,Solo daños,Choque,0,0,1,11.0332643,-74.8309547
2016-06-03 08:40:00,Solo daños,Choque,0,0,1,11.0164091,-74.80850819999999
2016-06-03 09:00:00,Con heridos,Choque,1,0,1,10.9114907,-74.78278449999999
2016-06-03 11:10:00,Solo daños,Choque,0,0,1,10.9795099,-74.7861358
2016-06-04 13:45:00,Solo daños,Choque,0,0,1,10.9751148,-74.7884904
2016-06-04 13:50:00,Con heridos,Choque,1,0,1,22.4133651,-83.6880257
2016-06-04 16:00:00,Solo daños,Choque,0,0,1,10.9843043,-74.8093038
2016-06-04 16:04:00,Solo daños,Choque,0,0,1,10.9581023,-74.794049
2016-06-04 16:15:00,Solo daños,Choque,0,0,1,10.972747,-74.78555519999999
2016-06-04 07:25:00,Con heridos,Choque,1,0,1,10.9642422,-74.8069852
2016-06-04 08:00:00,Solo daños,Choque,0,0,1,11.0078495,-74.81542449999999
2016-06-04 20:00:00,Solo daños,Choque,0,0,1,10.9375161,-74.778988
2016-06-04 22:40:00,Solo daños,Choque,0,0,1,10.9753837,-74.77525279999999
2016-06-04 11:00:00,Solo daños,Choque,0,0,1,11.0016278,-74.8234418
2016-06-05 16:40:00,Solo daños,Choque,0,0,1,10.9589289,-74.7831188
2016-06-05 06:20:00,Solo daños,Choque,0,0,1,11.0105613,-74.81196349999999
2016-06-05 07:30:00,Solo daños,Choque,0,0,1,10.9626839,-74.78696
2016-06-05 21:40:00,Solo daños,Choque,0,0,1,10.9799077,-74.8359658
2016-06-05 22:00:00,Solo daños,Choque,0,0,1,11.0094152,-74.811475
2016-06-05 23:30:00,Solo daños,Choque,0,0,1,11.0088434,-74.80949869999999
2016-06-06 13:49:00,Solo daños,Choque,0,0,1,11.0201504,-74.81485839999999
2016-06-06 14:30:00,Solo daños,Choque,0,0,1,10.9101773,-74.7769584
2016-06-06 14:40:00,Solo daños,Choque,0,0,1,11.0069268,-74.80936439999999
2016-06-06 16:20:00,Solo daños,Choque,0,0,1,11.0093572,-74.7980317
2016-06-06 07:40:00,Solo daños,Choque,0,0,1,10.9772752,-74.78898579999999
2016-06-06 11:00:00,Solo daños,Choque,0,0,1,10.932697,-74.82486329999999
2016-06-07 15:30:00,Solo daños,Choque,0,0,1,10.9612996,-74.7932724
2016-06-07 06:40:00,Solo daños,Choque,0,0,1,10.974241,-74.8085626
2016-06-07 06:40:00,Solo daños,Choque,0,0,1,11.006857,-74.7946663
2016-06-07 07:50:00,Solo daños,Choque,0,0,1,10.937181,-74.7797264
2016-06-07 08:30:00,Solo daños,Choque,0,0,1,10.893884,-74.8177815
2016-06-07 08:35:00,Solo daños,Choque,0,0,1,10.9728529,-74.80343789999999
2016-06-07 11:00:00,Solo daños,Choque,0,0,1,11.0332643,-74.8309547
2016-06-07 12:40:00,Solo daños,Choque,0,0,1,10.9598064,-74.80162279999999
2016-06-08 14:00:00,Solo daños,Choque,0,0,1,10.9991194,-74.8242823
2016-06-08 15:20:00,Solo daños,Choque,0,0,1,10.94446,-74.7962323
2016-06-08 06:30:00,Solo daños,Choque,0,0,1,10.9691121,-74.8378208
2016-06-08 06:30:00,Solo daños,Choque,0,0,1,11.009366,-74.8358387
2016-06-08 18:45:00,Solo daños,Choque,0,0,1,10.9828499,-74.8342722
2016-06-08 08:00:00,Solo daños,Choque,0,0,1,11.0047953,-74.8208796
2016-06-08 08:30:00,Solo daños,Choque,0,0,1,10.9786873,-74.7835454
2016-06-08 09:10:00,Con heridos,Choque,2,0,1,10.9918226,-74.7959934
2016-06-08 11:40:00,Solo daños,Choque,0,0,1,11.0235974,-74.8101854
2016-06-09 13:10:00,Solo daños,Choque,0,0,1,10.9919451,-74.807177
2016-06-09 13:10:00,Solo daños,Choque,0,0,1,11.0007488,-74.819319
2016-06-09 14:10:00,Solo daños,Choque,0,0,1,10.9959705,-74.803331
2016-06-09 15:00:00,Solo daños,Choque,0,0,1,11.0041072,-74.80698129999999
2016-06-09 15:05:00,Solo daños,Choque,0,0,1,10.9801948,-74.7848562
2016-06-09 16:10:00,Solo daños,Choque,0,0,1,10.9566601,-74.7810599
2016-06-09 16:50:00,Solo daños,Choque,0,0,1,10.9505304,-74.76831980000001
2016-06-09 08:00:00,Solo daños,Choque,0,0,1,11.0332643,-74.8309547
2016-06-10 15:40:00,Solo daños,Choque,0,0,1,11.0078847,-74.8171564
2016-06-10 16:50:00,Solo daños,Choque,0,0,1,11.0112438,-74.8115169
2016-06-10 06:40:00,Solo daños,Choque,0,0,1,10.9889245,-74.8021615
2016-06-10 18:40:00,Con heridos,Atropello,1,0,1,10.9311329,-74.7991199
2016-06-10 19:20:00,Solo daños,Choque,0,0,1,10.9574638,-74.8021852
2016-06-10 20:15:00,Solo daños,Choque,0,0,1,10.9752182,-74.8094212
2016-06-10 20:30:00,Solo daños,Choque,0,0,1,11.0114024,-74.83312169999999
2016-06-10 20:45:00,Solo daños,Choque,0,0,1,11.0332643,-74.8309547
2016-06-11 13:30:00,Solo daños,Choque,0,0,1,10.9907549,-74.7912672
2016-06-11 13:40:00,Solo daños,Choque,0,0,1,10.932777,-74.83034669999999
2016-06-11 15:30:00,Solo daños,Choque,0,0,1,10.9804156,-74.79660059999999
2016-06-11 16:00:00,Solo daños,Choque,0,0,1,10.990098,-74.8236132
2016-06-11 17:00:00,Solo daños,Choque,0,0,1,11.0088421,-74.8182028
2016-06-11 18:15:00,Solo daños,Choque,0,0,1,11.0041072,-74.80698129999999
2016-06-11 19:00:00,Solo daños,Choque,0,0,1,10.9312458,-74.8141122
2016-06-11 07:30:00,Solo daños,Choque,0,0,1,11.0053603,-74.82670050000002
2016-06-11 08:00:00,Solo daños,Choque,0,0,1,10.9903651,-74.799463
2016-06-11 08:50:00,Con heridos,Choque,1,0,1,10.9553234,-74.7741289
2016-06-11 09:15:00,Solo daños,Choque,0,0,1,11.0203353,-74.812145
2016-06-11 11:40:00,Solo daños,Choque,0,0,1,10.9268775,-74.7832028
2016-06-11 00:40:00,Solo daños,Choque,0,0,1,10.9991116,-74.82228570000001
2016-06-12 14:20:00,Con heridos,Choque,1,0,1,10.9904898,-74.7963852
2016-06-12 03:30:00,Solo daños,Choque,0,0,1,10.9828499,-74.8342722
2016-06-12 09:30:00,Solo daños,Choque,0,0,1,10.9363179,-74.8241118
2016-06-13 13:45:00,Solo daños,Choque,0,0,1,10.9556655,-74.7962095
2016-06-13 14:40:00,Solo daños,Choque,0,0,1,11.0332643,-74.8309547
2016-06-13 15:20:00,Solo daños,Choque,0,0,1,10.9768557,-74.7818676
2016-06-13 04:30:00,Solo daños,Choque,0,0,1,11.0126123,-74.8233082
2016-06-13 17:20:00,Solo daños,Choque,0,0,1,10.9586342,-74.7909437
2016-06-13 09:25:00,Solo daños,Choque,0,0,1,10.9637337,-74.81769179999999
2016-06-13 22:30:00,Con heridos,Choque,1,0,1,10.9869088,-74.8317787
2016-06-13 12:00:00,Solo daños,Choque,0,0,1,10.9918606,-74.8013209
2016-06-14 13:10:00,Solo daños,Choque,0,0,1,10.9312165,-74.8111494
2016-06-14 15:00:00,Con heridos,Choque,1,0,1,10.9685995,-74.8050234
2016-06-14 16:00:00,Solo daños,Choque,0,0,1,11.017228,-74.8071882
2016-06-14 17:10:00,Solo daños,Choque,0,0,1,10.9844796,-74.8357683
2016-06-14 19:15:00,Solo daños,Choque,0,0,1,10.9814933,-74.8122037
2016-06-14 20:00:00,Solo daños,Choque,0,0,1,11.0041072,-74.80698129999999
2016-06-14 09:10:00,Solo daños,Choque,0,0,1,11.0089865,-74.8124726
2016-06-14 10:50:00,Solo daños,Choque,0,0,1,10.9994972,-74.80482590000001
2016-06-15 13:00:00,Solo daños,Choque,0,0,1,10.9561063,-74.8236396
2016-06-15 14:00:00,Solo daños,Choque,0,0,1,10.9926599,-74.8126108
2016-06-15 14:30:00,Solo daños,Choque,0,0,1,10.9939449,-74.7926648
2016-06-15 15:00:00,Solo daños,Choque,0,0,1,10.9960934,-74.81050010000001
2016-06-15 15:50:00,Solo daños,Choque,0,0,1,11.0005299,-74.8107706
2016-06-15 16:10:00,Solo daños,Choque,0,0,1,10.9480357,-74.8306337
2016-06-15 16:20:00,Solo daños,Choque,0,0,1,11.000924,-74.8358298
2016-06-15 17:10:00,Solo daños,Choque,0,0,1,11.0063687,-74.8253443
2016-06-15 17:40:00,Solo daños,Choque,0,0,1,10.9671424,-74.7907128
2016-06-15 07:40:00,Solo daños,Choque,0,0,1,10.9541033,-74.8158826
2016-06-15 19:40:00,Solo daños,Choque,0,0,1,10.9640235,-74.7930343
2016-06-15 08:10:00,Solo daños,Choque,0,0,1,10.9369506,-74.7818201
2016-06-15 08:10:00,Solo daños,Choque,0,0,1,10.9887619,-74.8290903
2016-06-15 11:10:00,Solo daños,Choque,0,0,1,11.0029054,-74.830224
2016-06-15 11:30:00,Solo daños,Choque,0,0,1,10.9567203,-74.8059542
2016-06-15 12:10:00,Solo daños,Choque,0,0,1,11.0063908,-74.8162979
2016-06-15 00:15:00,Solo daños,Choque,0,0,1,11.000606,-74.8321074
2016-06-16 13:18:00,Solo daños,Choque,0,0,1,10.9633778,-74.8026379
2016-06-16 13:50:00,Solo daños,Choque,0,0,1,10.97013,-74.7997802
2016-06-16 06:30:00,Solo daños,Choque,0,0,1,10.9573256,-74.7921645
2016-06-16 06:40:00,Solo daños,Choque,0,0,1,10.9884781,-74.8225514
2016-06-16 19:10:00,Solo daños,Choque,0,0,1,11.0153852,-74.81482009999999
2016-06-16 08:05:00,Con heridos,Choque,1,0,1,10.9683439,-74.80995709999999
2016-06-16 12:00:00,Solo daños,Choque,0,0,1,10.9903972,-74.8048982
2016-06-17 13:00:00,Solo daños,Choque,0,0,1,10.9771576,-74.810555
2016-06-17 15:30:00,Solo daños,Choque,0,0,1,11.0161065,-74.7953998
2016-06-17 16:50:00,Solo daños,Choque,0,0,1,10.9740002,-74.7739303
2016-06-17 18:00:00,Solo daños,Choque,0,0,1,10.9612996,-74.7932724
2016-06-17 07:15:00,Solo daños,Choque,0,0,1,10.9230761,-74.8009488
2016-06-17 09:00:00,Solo daños,Choque,0,0,1,10.9800183,-74.8203093
2016-06-17 09:30:00,Solo daños,Choque,0,0,1,10.9939468,-74.8117582
2016-06-17 10:10:00,Solo daños,Choque,0,0,1,10.9644647,-74.7827818
2016-06-17 10:15:00,Solo daños,Choque,0,0,1,10.9976245,-74.8194029
2016-06-17 11:50:00,Solo daños,Choque,0,0,1,11.015754,-74.79747189999999
2016-06-17 12:00:00,Solo daños,Choque,0,0,1,10.994325,-74.7914588
2016-06-17 12:50:00,Solo daños,Choque,0,0,1,10.9228263,-74.8052475
2016-06-18 14:00:00,Solo daños,Choque,0,0,1,11.0063044,-74.8121924
2016-06-18 16:30:00,Solo daños,Choque,0,0,1,10.9240161,-74.8165403
2016-06-18 17:50:00,Con muertos,Atropello,0,1,1,10.9759697,-74.77677539999999
2016-06-18 08:00:00,Solo daños,Choque,0,0,1,10.9942014,-74.7811303
2016-06-18 08:30:00,Solo daños,Choque,0,0,1,10.9586436,-74.7954572
2016-06-18 21:30:00,Solo daños,Choque,0,0,1,10.9691544,-74.83792729999999
2016-06-18 11:15:00,Solo daños,Choque,0,0,1,10.9369506,-74.7818201
2016-06-18 23:50:00,Solo daños,Choque,0,0,1,10.963493,-74.7903826
2016-06-19 03:30:00,Solo daños,Choque,0,0,1,10.9723612,-74.7747717
2016-06-19 04:55:00,Solo daños,Choque,0,0,1,11.0065871,-74.805686
2016-06-19 18:30:00,Solo daños,Choque,0,0,1,10.9600219,-74.77850699999999
2016-06-19 08:10:00,Solo daños,Choque,0,0,1,10.9996092,-74.7967769
2016-06-19 23:00:00,Solo daños,Choque,0,0,1,10.9647939,-74.835082
2016-06-19 11:25:00,Solo daños,Choque,0,0,1,10.9746801,-74.7722483
2016-06-19 12:00:00,Solo daños,Choque,0,0,1,10.9972485,-74.8007063
2016-06-19 12:27:00,Solo daños,Choque,0,0,1,11.0332643,-74.8309547
2016-06-20 14:40:00,Solo daños,Choque,0,0,1,11.0161065,-74.7953998
2016-06-20 15:00:00,Solo daños,Choque,0,0,1,11.0040459,-74.81799149999999
2016-06-20 16:30:00,Con heridos,Choque,1,0,1,10.9750381,-74.84037339999999
2016-06-20 18:00:00,Solo daños,Choque,0,0,1,10.9556643,-74.8006091
2016-06-21 13:50:00,Solo daños,Choque,0,0,1,11.0162449,-74.81669649999999
2016-06-21 15:30:00,Solo daños,Choque,0,0,1,11.0235666,-74.804056
2016-06-21 16:30:00,Solo daños,Choque,0,0,1,10.9722486,-74.7843111
2016-06-21 16:45:00,Solo daños,Choque,0,0,1,10.987727,-74.7849872
2016-06-21 17:10:00,Solo daños,Choque,0,0,1,11.0161065,-74.7953998
2016-06-21 18:00:00,Solo daños,Choque,0,0,1,11.0010276,-74.7879536
2016-06-21 18:30:00,Con heridos,Choque,2,0,1,10.9574565,-74.7993273
2016-06-21 20:30:00,Con heridos,Choque,1,0,1,10.9612996,-74.7932724
2016-06-21 09:40:00,Solo daños,Choque,0,0,1,11.0038996,-74.79361779999999
2016-06-22 18:00:00,Con heridos,Choque,1,0,1,10.9743408,-74.80276909999999
2016-06-22 18:10:00,Solo daños,Choque,0,0,1,11.0053298,-74.8272042
2016-06-22 19:00:00,Solo daños,Choque,0,0,1,11.0094282,-74.8308935
2016-06-22 19:20:00,Solo daños,Choque,0,0,1,10.9526771,-74.7802189
2016-06-22 09:30:00,Solo daños,Otro,0,0,1,10.9614584,-74.79821869999999
2016-06-22 11:00:00,Solo daños,Choque,0,0,1,10.9863632,-74.7719632
2016-06-22 11:30:00,Solo daños,Choque,0,0,1,11.0005299,-74.8107706
2016-06-22 12:05:00,Solo daños,Choque,0,0,1,11.0000093,-74.8261754
2016-06-23 14:10:00,Solo daños,Choque,0,0,1,11.0041072,-74.80698129999999
2016-06-23 14:10:00,Solo daños,Choque,0,0,1,11.0009598,-74.80981489999999
2016-06-23 16:10:00,Solo daños,Choque,0,0,1,10.93827,-74.7991643
2016-06-23 16:10:00,Solo daños,Choque,0,0,1,10.99447,-74.8006114
2016-06-23 16:40:00,Solo daños,Choque,0,0,1,10.9760778,-74.7893218
2016-06-23 17:30:00,Solo daños,Choque,0,0,1,10.9702347,-74.7712723
2016-06-23 18:00:00,Solo daños,Choque,0,0,1,11.0072921,-74.8182891
2016-06-23 08:30:00,Solo daños,Choque,0,0,1,10.9824682,-74.7963079
2016-06-23 09:00:00,Solo daños,Choque,0,0,1,11.0082924,-74.8146884
2016-06-23 09:30:00,Solo daños,Choque,0,0,1,10.9846305,-74.8072986
2016-06-23 09:40:00,Solo daños,Choque,0,0,1,10.9810331,-74.7846272
2016-06-23 11:00:00,Solo daños,Choque,0,0,1,10.9385197,-74.7794459
2016-06-23 00:40:00,Con heridos,Caida Ocupante,1,0,1,10.9553268,-74.8003399
2016-06-23 12:45:00,Solo daños,Choque,0,0,1,10.9841625,-74.7969299
2016-06-24 13:40:00,Solo daños,Choque,0,0,1,10.9786399,-74.79406039999999
2016-06-24 14:23:00,Solo daños,Choque,0,0,1,10.9811785,-74.8314769
2016-06-24 14:30:00,Solo daños,Choque,0,0,1,11.0017095,-74.80433459999999
2016-06-24 14:50:00,Solo daños,Choque,0,0,1,11.0161065,-74.7953998
2016-06-24 15:15:00,Solo daños,Choque,0,0,1,10.9808792,-74.7912623
2016-06-24 16:40:00,Solo daños,Choque,0,0,1,10.9847057,-74.7965159
2016-06-24 17:30:00,Solo daños,Choque,0,0,1,10.9581023,-74.794049
2016-06-24 19:00:00,Solo daños,Choque,0,0,1,11.0161065,-74.7953998
2016-06-24 09:20:00,Solo daños,Choque,0,0,1,10.9758286,-74.7765933
2016-06-24 21:20:00,Con heridos,Choque,1,0,1,10.9703946,-74.8073323
2016-06-24 09:30:00,Solo daños,Choque,0,0,1,11.0065477,-74.8113675
2016-06-24 10:20:00,Solo daños,Choque,0,0,1,10.9581281,-74.7812111
2016-06-24 12:30:00,Solo daños,Choque,0,0,1,10.9515619,-74.78607
2016-06-25 15:20:00,Solo daños,Choque,0,0,1,10.9786811,-74.7837756
2016-06-25 07:00:00,Solo daños,Choque,0,0,1,10.9640235,-74.7930343
2016-06-25 11:15:00,Solo daños,Choque,0,0,1,10.9875953,-74.79977629999999
2016-06-26 13:00:00,Solo daños,Choque,0,0,1,10.9612996,-74.7932724
2016-06-26 14:00:00,Con heridos,Atropello,1,0,1,10.9471785,-74.83052459999999
2016-06-26 15:00:00,Solo daños,Choque,0,0,1,11.0089865,-74.8124726
2016-06-26 18:10:00,Solo daños,Choque,0,0,1,11.0161065,-74.7953998
2016-06-26 09:40:00,Solo daños,Choque,0,0,1,10.9270839,-74.8100859
2016-06-26 10:20:00,Solo daños,Choque,0,0,1,10.9289597,-74.785566
2016-06-26 11:30:00,Con heridos,Choque,2,0,1,10.9619696,-74.8096024
2016-06-27 14:30:00,Solo daños,Choque,0,0,1,10.9226828,-74.81463219999999
2016-06-27 18:50:00,Con heridos,Choque,2,0,1,10.9590954,-74.804498
2016-06-27 08:00:00,Solo daños,Choque,0,0,1,10.9929087,-74.7933448
2016-06-27 08:30:00,Solo daños,Choque,0,0,1,11.0332643,-74.8309547
2016-06-27 08:40:00,Solo daños,Choque,0,0,1,10.9773768,-74.81093229999999
2016-06-27 11:20:00,Solo daños,Choque,0,0,1,11.0003312,-74.8044232
2016-06-27 12:40:00,Solo daños,Choque,0,0,1,11.0101837,-74.82689549999999
2016-06-28 13:00:00,Solo daños,Choque,0,0,1,10.9800525,-74.8359668
2016-06-28 13:30:00,Solo daños,Choque,0,0,1,10.9535005,-74.7762026
2016-06-28 14:15:00,Solo daños,Choque,0,0,1,10.9933218,-74.8054444
2016-06-28 14:20:00,Solo daños,Choque,0,0,1,10.9545058,-74.7712726
2016-06-28 15:40:00,Solo daños,Choque,0,0,1,10.9760914,-74.8117204
2016-06-28 17:10:00,Solo daños,Choque,0,0,1,10.9860642,-74.779939
2016-06-28 17:20:00,Solo daños,Choque,0,0,1,10.9676624,-74.7865759
2016-06-28 17:30:00,Solo daños,Choque,0,0,1,10.9614684,-74.7924795
2016-06-28 18:30:00,Solo daños,Choque,0,0,1,11.0066116,-74.8167591
2016-06-28 06:35:00,Solo daños,Choque,0,0,1,10.9991194,-74.8242823
2016-06-28 08:50:00,Solo daños,Choque,0,0,1,10.9995366,-74.8070852
2016-06-29 14:20:00,Solo daños,Choque,0,0,1,10.9462094,-74.7906568
2016-06-29 15:00:00,Con heridos,Choque,1,0,1,10.9636511,-74.8426239
2016-06-29 16:35:00,Con heridos,Choque,1,0,1,10.9796223,-74.805143
2016-06-29 07:10:00,Con heridos,Choque,1,0,1,10.9695664,-74.79523499999999
2016-06-29 19:10:00,Con heridos,Choque,1,0,1,10.9846761,-74.8054155
2016-06-29 09:20:00,Solo daños,Choque,0,0,1,10.9502165,-74.756517
2016-06-29 11:50:00,Solo daños,Choque,0,0,1,10.9798788,-74.8118722
2016-06-30 13:00:00,Solo daños,Choque,0,0,1,11.0059384,-74.8243944
2016-06-30 13:35:00,Solo daños,Choque,0,0,1,10.9869815,-74.7756083
2016-06-30 15:30:00,Con heridos,Choque,1,0,1,10.9810344,-74.8429486
2016-06-30 19:45:00,Solo daños,Choque,0,0,1,11.0041072,-74.80698129999999
2016-06-30 09:00:00,Solo daños,Choque,0,0,1,10.9833819,-74.82480199999999
2016-06-30 10:10:00,Solo daños,Choque,0,0,1,11.0049151,-74.8198862
2016-06-30 10:30:00,Con heridos,Choque,1,0,1,10.9800525,-74.8359668
2016-06-30 12:00:00,Solo daños,Choque,0,0,1,10.9670182,-74.7868833
2016-06-30 12:00:00,Solo daños,Choque,0,0,1,10.9930584,-74.8119349
2016-07-01 14:30:00,Solo daños,Choque,0,0,1,11.0036703,-74.8153155
2016-07-01 15:00:00,Solo daños,Choque,0,0,1,10.9774941,-74.80140999999999
2016-07-01 16:00:00,Solo daños,Choque,0,0,1,10.9436346,-74.8296956
2016-07-01 17:00:00,Solo daños,Choque,0,0,1,11.0161065,-74.7953998
2016-07-01 17:45:00,Solo daños,Choque,0,0,1,10.9228263,-74.8052475
2016-07-01 18:00:00,Solo daños,Choque,0,0,1,11.0041072,-74.80698129999999
2016-07-01 07:50:00,Solo daños,Choque,0,0,1,10.9771576,-74.810555
2016-07-01 08:50:00,Solo daños,Choque,0,0,1,10.9612996,-74.7932724
2016-07-01 21:00:00,Solo daños,Choque,0,0,1,10.9462161,-74.797682
2016-07-01 09:10:00,Solo daños,Choque,0,0,1,10.9228263,-74.8052475
2016-07-01 21:50:00,Solo daños,Choque,0,0,1,11.0174694,-74.8380643
2016-07-01 22:00:00,Solo daños,Choque,0,0,1,10.989809,-74.789492
2016-07-01 12:00:00,Solo daños,Choque,0,0,1,10.9764685,-74.7980522
2016-07-01 12:00:00,Solo daños,Choque,0,0,1,11.0001456,-74.80182959999999
2016-07-02 02:00:00,Solo daños,Choque,0,0,1,11.0101837,-74.82689549999999
2016-07-02 14:15:00,Solo daños,Choque,0,0,1,11.0070653,-74.8152044
2016-07-02 02:25:00,Solo daños,Choque,0,0,1,10.994731,-74.8112867
2016-07-02 15:30:00,Solo daños,Choque,0,0,1,10.9715316,-74.8058113
2016-07-02 16:00:00,Solo daños,Choque,0,0,1,10.9640235,-74.7930343
2016-07-02 04:30:00,Solo daños,Choque,0,0,1,10.9334938,-74.8035705
2016-07-02 18:00:00,Con heridos,Atropello,1,0,1,10.9620395,-74.808123
2016-07-02 20:18:00,Solo daños,Choque,0,0,1,10.9821756,-74.8176442
2016-07-02 21:40:00,Solo daños,Choque,0,0,1,10.9907461,-74.78914619999999
2016-07-02 10:00:00,Solo daños,Choque,0,0,1,10.9959705,-74.803331
2016-07-03 13:40:00,Con heridos,Choque,4,0,1,10.9504454,-74.8341396
2016-07-03 02:00:00,Con muertos,Choque,2,1,1,10.9779702,-74.84385770000002
2016-07-03 04:08:00,Solo daños,Choque,0,0,1,10.9533944,-74.8287807
2016-07-03 05:00:00,Solo daños,Choque,0,0,1,10.9596992,-74.80555919999999
